id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed
3806,120,Mastercard,Debit,5477771408952430.00,4/22/2026,980,YES,2,"$13,510 ",7/7/2026,2016
3558,120,Visa,Credit,4275721419388990.00,8/12/2026,125,YES,1,"$14,000 ",6/12/2026,2012
5610,1289,Mastercard,Debit (Prepaid),5477226022582790.00,4/18/2026,961,NO,3,$38 ,11/10/2026,2013
1891,1502,Visa,Debit,4361413457601340.00,9/20/2026,932,NO,1,"$28,471 ",2/20/2026,2020
593,1502,Mastercard,Debit,5102512406568370.00,12/23/2026,196,YES,2,"$33,833 ",1/20/2026,2020
3655,1497,Visa,Debit,4255117392431600.00,4/20/2026,582,NO,2,"$14,751 ",7/1/1999,2012
3999,1047,Mastercard,Debit,5909062238371480.00,4/24/2026,211,YES,1,"$27,268 ",7/12/2026,2012
1411,1047,Amex,Credit,346964605654298.00,2/20/2026,530,YES,1,"$16,400 ",2/20/2026,2020
4639,0,Mastercard,Credit,5802759460691730.00,12/19/2026,312,YES,1,"$17,600 ",9/7/2026,2014
1271,0,Mastercard,Debit,5050211780967420.00,4/21/2026,316,YES,2,"$31,490 ",2/11/2026,2011
1622,0,Mastercard,Debit,5691786126216800.00,6/21/2026,451,YES,2,"$31,008 ",2/20/2026,2020
1623,0,Mastercard,Debit,5472791324252430.00,4/20/2026,138,YES,2,"$25,558 ",2/20/2026,2020
1112,351,Mastercard,Debit (Prepaid),5348108239138920.00,11/23/2026,893,YES,2,$54 ,2/7/2026,2010
1043,351,Visa,Credit,4839347876295440.00,3/24/2026,844,YES,1,"$7,200 ",2/4/2026,2015
2664,351,Visa,Debit,4760435386907930.00,1/22/2026,2,YES,2,"$5,080 ",4/10/2026,2010
431,351,Discover,Credit,6553992478482050.00,1/20/2026,897,YES,1,"$2,700 ",1/20/2026,2020
4512,351,Mastercard,Debit,5025292542824620.00,4/21/2026,264,YES,2,"$9,278 ",9/1/2026,2011
2244,351,Discover,Credit,6898335342234630.00,3/22/2026,107,YES,1,"$6,000 ",3/10/2026,2016
299,1797,Mastercard,Debit,5586398791957980.00,3/22/2026,828,YES,1,"$27,243 ",1/12/2026,2012
1127,1797,Visa,Debit,4777281869545650.00,2/17/2026,256,YES,2,"$23,237 ",2/7/2026,2009
5660,1797,Visa,Debit,4144623277980190.00,10/22/2026,645,YES,2,"$16,008 ",11/11/2026,2011
300,1797,Mastercard,Debit,5535701151074660.00,2/22/2026,987,YES,1,"$16,279 ",1/12/2026,2012
4853,1797,Mastercard,Debit,5669514318855140.00,11/14/2026,958,NO,1,"$16,003 ",9/13/2026,2013
4206,1386,Mastercard,Debit,5695114787068180.00,2/21/2026,881,YES,2,"$5,488 ",8/7/2026,2014
1892,1122,Visa,Debit,4998267438899180.00,2/20/2026,675,YES,1,"$45,222 ",2/20/2026,2020
321,1122,Visa,Debit,4001532089642110.00,1/21/2026,681,YES,1,"$32,071 ",1/13/2026,2013
1893,255,Visa,Debit,4795449431320480.00,8/20/2026,55,YES,2,"$16,783 ",2/20/2026,2020
1894,765,Visa,Debit,4401985504522490.00,10/23/2026,745,YES,2,"$13,524 ",2/20/2026,2020
1895,765,Visa,Credit,4070730691570550.00,4/21/2026,834,YES,2,"$15,000 ",2/20/2026,2020
5008,703,Mastercard,Debit,5872231427146850.00,6/5/2026,616,YES,1,"$20,062 ",10/4/2026,2010
161,703,Mastercard,Credit,5388336417003780.00,2/21/2026,355,YES,2,"$8,100 ",1/8/2026,2009
4640,703,Mastercard,Debit,5563354301495540.00,9/21/2026,337,NO,2,"$4,335 ",9/7/2026,2007
4777,703,Mastercard,Credit,5756823922746950.00,4/24/2026,644,YES,2,"$2,000 ",9/10/2026,2010
4302,1919,Visa,Debit,4512873665454660.00,3/22/2026,854,YES,1,"$25,445 ",8/9/2026,2009
1215,1919,Mastercard,Credit,5361975786587160.00,7/24/2026,39,YES,1,"$17,400 ",2/10/2026,2010
5430,1919,Mastercard,Debit,5251416101381620.00,11/19/2026,577,YES,2,"$34,684 ",11/5/2026,2008
5709,1919,Mastercard,Debit,5623100773698390.00,3/22/2026,956,YES,2,"$28,125 ",11/15/2026,2015
1624,1919,Mastercard,Debit,5266317582741980.00,8/20/2026,276,YES,2,"$49,705 ",2/20/2026,2020
3908,791,Visa,Debit,4590278168014290.00,9/14/2026,921,NO,2,"$31,424 ",7/9/2026,2010
2295,791,Amex,Credit,398644935987910.00,3/23/2026,22,YES,2,"$7,900 ",3/12/2026,2012
1089,791,Mastercard,Debit,5259379174477000.00,6/6/2026,913,YES,1,"$19,097 ",2/6/2026,2011
5228,791,Amex,Credit,384866850602533.00,9/21/2026,24,YES,1,"$10,100 ",10/11/2026,2015
2306,199,Visa,Debit,4879393662835540.00,12/23/2026,176,YES,1,"$32,423 ",3/12/2026,2012
5661,199,Visa,Credit,4220895295503220.00,7/15/2026,14,YES,1,"$16,900 ",11/11/2026,2011
1031,199,Mastercard,Debit,5930100401040060.00,6/21/2026,908,YES,1,"$17,686 ",2/4/2026,2007
4229,282,Visa,Credit,4095931916462690.00,1/20/2026,979,NO,1,"$8,100 ",8/7/2026,2009
3290,282,Mastercard,Debit,5420156044028720.00,3/20/2026,391,NO,1,"$10,059 ",6/5/2026,2014
4822,282,Visa,Debit,4179763879293610.00,2/22/2026,245,NO,1,"$4,302 ",9/11/2026,2015
1287,282,Visa,Credit,4614912096462100.00,11/20/2026,84,YES,1,"$7,300 ",2/11/2026,2011
5154,908,Mastercard,Debit,5566661174535400.00,1/24/2026,748,YES,1,"$13,123 ",10/9/2026,2014
3252,908,Mastercard,Debit,5076319230738340.00,1/23/2026,951,YES,1,"$3,630 ",6/3/2026,2009
4230,908,Visa,Debit,4172998979903060.00,9/22/2026,521,YES,1,"$20,173 ",8/7/2026,2012
3462,880,Amex,Credit,338000149804579.00,9/13/2026,657,YES,1,"$9,500 ",6/10/2026,2014
1625,880,Mastercard,Debit,5752353826326170.00,5/21/2026,929,YES,2,"$10,141 ",2/20/2026,2020
3533,770,Visa,Credit,4380773389755660.00,4/13/2026,71,YES,1,"$16,800 ",6/11/2026,2011
5745,770,Visa,Credit,4344621368223240.00,11/20/2026,198,NO,1,"$15,900 ",11/19/2026,2019
5725,770,Mastercard,Debit,5476991702043630.00,11/18/2026,146,YES,1,"$24,080 ",11/16/2026,2016
5510,770,Visa,Credit,4049783428118050.00,12/23/2026,163,YES,1,"$20,400 ",11/7/2026,2007
2534,1169,Mastercard,Credit,5502650201752900.00,4/9/2026,519,YES,1,"$22,000 ",4/7/2026,2013
5763,1169,Visa,Credit,4659722496191510.00,9/20/2026,241,YES,2,"$28,300 ",12/1/1999,2008
4778,1169,Mastercard,Debit,5022040734416400.00,1/21/2026,283,YES,1,"$27,761 ",9/10/2026,2010
2485,1169,Mastercard,Credit,5413583936219090.00,3/23/2026,131,YES,1,"$21,200 ",4/5/2026,2012
5174,1169,Visa,Debit,4696902139977410.00,3/24/2026,152,YES,1,"$20,560 ",10/9/2026,2009
3389,1169,Mastercard,Debit,5148179955768340.00,1/13/2026,502,YES,2,"$3,095 ",6/8/2026,2012
4179,1169,Mastercard,Debit,5732012596449270.00,6/21/2026,883,YES,2,"$43,879 ",8/6/2026,2015
594,522,Mastercard,Debit,5477468554443610.00,9/22/2026,446,YES,2,"$21,359 ",1/20/2026,2020
1626,522,Mastercard,Credit,5467734960108980.00,10/24/2026,991,YES,1,"$10,200 ",2/20/2026,2020
4399,1736,Visa,Debit,4212075848270090.00,8/22/2026,173,YES,2,"$16,332 ",8/12/2026,2012
2647,1736,Mastercard,Credit,5389414515165980.00,12/22/2026,32,YES,1,"$9,100 ",4/10/2026,2019
2687,1736,Visa,Debit,4211715476152920.00,3/24/2026,345,YES,1,"$2,289 ",4/11/2026,2011
113,1736,Visa,Debit,4870854561726480.00,6/21/2026,880,YES,1,"$23,631 ",1/6/2026,2014
3133,506,Mastercard,Debit,5155395661236310.00,6/24/2026,314,YES,1,"$17,995 ",5/13/2026,2013
4513,506,Mastercard,Credit,5945533510367590.00,1/24/2026,959,YES,1,"$14,900 ",9/1/2026,2008
1032,506,Mastercard,Debit,5319476333734430.00,2/23/2026,19,YES,2,"$26,830 ",2/4/2026,2004
2060,506,Mastercard,Debit,5123064836240620.00,3/23/2026,51,YES,1,$202 ,3/4/2026,2013
2486,506,Mastercard,Debit,5063433108745780.00,4/23/2026,5,NO,2,"$11,460 ",4/5/2026,2012
1627,131,Mastercard,Debit,5613513569349330.00,2/20/2026,114,YES,1,"$11,934 ",2/20/2026,2020
595,131,Mastercard,Debit,5658431484394880.00,1/20/2026,315,YES,1,"$12,427 ",1/20/2026,2020
596,131,Mastercard,Debit,5783091385721120.00,2/20/2026,13,YES,1,"$24,432 ",1/20/2026,2020
1896,76,Visa,Debit,4684387276535730.00,8/24/2026,268,YES,2,"$6,513 ",2/20/2026,2020
840,76,Visa,Credit,4868914806629260.00,6/21/2026,736,YES,2,"$1,500 ",1/20/2026,2020
4292,249,Mastercard,Credit,5806288548928070.00,12/24/2026,798,YES,2,"$1,500 ",8/9/2026,2009
3909,249,Visa,Credit,4235472002609750.00,10/9/2026,833,YES,2,"$8,300 ",7/9/2026,2011
132,249,Mastercard,Credit,5956371730449670.00,7/24/2026,475,YES,2,"$9,300 ",1/7/2026,2010
1897,249,Visa,Debit (Prepaid),4728580889162670.00,2/20/2026,997,YES,2,$87 ,2/20/2026,2020
5239,249,Mastercard,Debit,5166350097809360.00,10/12/2026,817,YES,1,"$14,104 ",10/11/2026,2011
3520,249,Mastercard,Debit,5920164874148880.00,5/22/2026,535,YES,2,"$14,725 ",6/11/2026,2011
5134,249,Visa,Debit,4207556954928490.00,3/20/2026,424,YES,2,"$12,016 ",10/8/2026,2011
4252,1279,Mastercard,Debit,5127428041251940.00,8/22/2026,856,YES,2,"$22,567 ",8/8/2026,2009
5472,1279,Visa,Debit,4692480656224070.00,3/22/2026,281,YES,2,"$26,743 ",11/6/2026,2013
3220,1279,Visa,Debit,4694285041085170.00,2/21/2026,763,YES,1,"$16,722 ",6/1/2000,2005
4188,1279,Visa,Debit,4976547749422810.00,9/23/2026,310,YES,2,"$9,521 ",8/6/2026,2007
4428,1652,Mastercard,Debit,5835240657071890.00,12/21/2026,803,YES,1,"$14,253 ",8/14/2026,2014
597,1652,Mastercard,Debit (Prepaid),5839969091471130.00,12/24/2026,684,YES,1,$78 ,1/20/2026,2020
313,1652,Mastercard,Debit,5792572397689300.00,10/24/2026,358,YES,1,"$26,678 ",1/13/2026,2013
2688,1652,Visa,Debit,4652000658523000.00,5/23/2026,271,YES,2,"$15,652 ",4/11/2026,2011
4658,739,Discover,Credit,6865624170982690.00,7/9/2026,784,YES,2,"$6,900 ",9/8/2026,2011
1177,1475,Mastercard,Debit,5123561690852830.00,5/24/2026,861,YES,1,"$13,378 ",2/9/2026,2009
4496,1475,Visa,Debit,4783119984911390.00,10/20/2026,467,YES,2,"$15,516 ",9/1/1998,2014
3746,1475,Visa,Debit,4818828811526440.00,5/24/2026,311,YES,2,"$9,956 ",7/5/2026,2010
5155,1475,Mastercard,Debit,5253350118420210.00,8/20/2026,499,YES,1,"$3,614 ",10/9/2026,2009
5631,1475,Visa,Debit,4992215485322230.00,2/20/2026,201,YES,2,"$5,992 ",11/10/2026,2011
1628,1251,Mastercard,Debit,5144399692785720.00,11/23/2026,732,YES,2,"$31,219 ",2/20/2026,2020
4069,1251,Mastercard,Debit,5892951431288810.00,11/21/2026,447,YES,1,"$20,619 ",7/18/2026,2018
5156,1251,Mastercard,Debit (Prepaid),5653678810336990.00,4/19/2026,732,YES,1,$74 ,10/9/2026,2009
1898,1119,Visa,Debit,4573378734803800.00,6/22/2026,261,YES,1,"$22,768 ",2/20/2026,2020
1899,1119,Visa,Credit,4460007278587500.00,1/21/2026,225,NO,1,"$3,000 ",2/20/2026,2020
598,1119,Mastercard,Credit,5775614858102640.00,1/20/2026,32,YES,2,"$11,500 ",1/20/2026,2020
1629,1119,Mastercard,Debit,5388782065071870.00,1/24/2026,712,YES,2,"$7,458 ",2/20/2026,2020
3109,592,Visa,Debit,4088000072942920.00,4/23/2026,532,YES,1,"$15,504 ",5/11/2026,2012
4133,592,Mastercard,Credit,5886410081258720.00,2/20/2026,684,YES,1,"$5,600 ",8/4/2026,2019
2022,592,Mastercard,Debit,5247279086681070.00,4/24/2026,220,YES,2,"$3,117 ",3/1/2026,2006
3659,592,Visa,Debit,4215158911989610.00,3/22/2026,756,YES,1,"$14,007 ",7/1/2000,2015
5946,592,Visa,Debit,4995123817442030.00,4/21/2026,658,YES,2,"$13,390 ",12/8/2026,2010
3332,692,Visa,Debit,4048124341417310.00,10/21/2026,117,YES,2,"$35,649 ",6/6/2026,2011
2073,692,Visa,Debit,4160987980022080.00,10/12/2026,11,YES,2,"$18,979 ",3/4/2026,2008
5860,692,Mastercard,Credit,5640983344867520.00,2/23/2026,571,NO,2,"$10,000 ",12/6/2026,2012
4303,692,Visa,Debit (Prepaid),4201848747072340.00,8/18/2026,604,YES,2,$63 ,8/9/2026,2014
4253,1065,Mastercard,Debit,5092269775831900.00,1/21/2026,394,YES,2,"$24,878 ",8/8/2026,2011
2630,1065,Amex,Credit,395345060148797.00,5/23/2026,951,YES,2,"$23,900 ",4/10/2026,2012
4160,1065,Mastercard,Debit,5661288400929870.00,2/22/2026,934,YES,2,"$9,213 ",8/5/2026,2009
4381,1764,Visa,Debit,4535570138499220.00,7/24/2026,704,YES,2,"$23,538 ",8/11/2026,2011
4900,1764,Visa,Debit,4931400640582630.00,9/17/2026,835,YES,2,"$15,658 ",9/16/2026,2016
2118,1764,Mastercard,Credit,5099657480091690.00,5/21/2026,249,YES,1,"$8,900 ",3/6/2026,2011
599,1830,Mastercard,Debit (Prepaid),5932488176672890.00,2/20/2026,164,YES,1,$58 ,1/20/2026,2020
1272,1830,Mastercard,Debit,5413909063250460.00,4/22/2026,732,YES,1,"$12,782 ",2/11/2026,2011
5217,1830,Visa,Debit,4940361010295810.00,3/16/2026,253,YES,1,"$17,297 ",10/10/2026,2010
4083,1830,Mastercard,Credit,5598315468243230.00,10/24/2026,385,YES,1,"$10,600 ",8/1/1994,2011
1052,157,Mastercard,Debit,5056408661252930.00,11/20/2026,961,YES,1,"$10,644 ",2/5/2026,2011
4867,157,Visa,Debit,4884544538827900.00,1/15/2026,296,YES,1,"$13,438 ",9/13/2026,2013
969,157,Mastercard,Debit,5481725798944320.00,5/23/2026,964,YES,1,"$14,269 ",2/1/1999,2011
1250,676,Visa,Credit,4209302581526440.00,6/23/2026,777,YES,2,"$9,300 ",2/10/2026,2010
3910,676,Visa,Debit,4273067279715890.00,12/17/2026,541,YES,2,"$34,175 ",7/9/2026,2011
5871,1481,Visa,Debit,4866092405623390.00,8/24/2026,386,YES,2,$367 ,12/6/2026,2010
4720,1481,Mastercard,Debit,5746148101457480.00,6/22/2026,950,YES,2,$441 ,9/9/2026,2014
3056,1902,Mastercard,Debit,5099488514797620.00,6/21/2026,652,YES,2,"$11,087 ",5/10/2026,2011
4286,1902,Amex,Credit,398823738054759.00,9/20/2026,162,YES,2,"$12,200 ",8/9/2026,2011
227,123,Mastercard,Debit,5329313809426340.00,11/20/2026,20,YES,2,"$12,102 ",1/10/2026,2010
197,123,Mastercard,Debit,5518456077758790.00,6/20/2026,995,YES,1,"$24,068 ",1/9/2026,2009
3192,123,Mastercard,Debit,5404585495463220.00,10/24/2026,263,YES,2,"$15,305 ",5/17/2026,2017
1196,1995,Visa,Debit,4014763594580470.00,10/24/2026,355,YES,2,"$11,268 ",2/9/2026,2013
4180,1995,Mastercard,Debit,5817112710661340.00,1/20/2026,29,YES,2,"$5,997 ",8/6/2026,2012
2439,1995,Amex,Credit,382683082835230.00,7/21/2026,521,YES,2,"$4,000 ",4/3/2026,2011
190,1995,Amex,Credit,316487244875963.00,8/23/2026,737,NO,2,"$9,700 ",1/9/2026,2009
4916,1688,Mastercard,Debit,5161633770589120.00,2/24/2026,891,YES,2,"$21,502 ",9/18/2026,2018
2119,1895,Mastercard,Debit,5267518025716840.00,1/22/2026,292,YES,2,"$2,042 ",3/6/2026,2013
1090,1895,Mastercard,Debit,5343513913226540.00,9/23/2026,514,YES,1,"$13,922 ",2/6/2026,2012
5047,1891,Discover,Credit,6441659233130360.00,3/23/2026,515,YES,2,"$13,100 ",10/6/2026,2006
1161,1891,Visa,Debit,4268017872699460.00,11/16/2026,476,YES,2,"$15,227 ",2/8/2026,2015
1251,1891,Visa,Credit,4033929197271880.00,1/23/2026,190,YES,2,"$3,300 ",2/10/2026,2010
5440,1891,Visa,Debit,4759457733349540.00,10/21/2026,437,YES,1,"$19,829 ",11/5/2026,2010
600,453,Mastercard,Debit,5881679887889710.00,1/20/2026,806,NO,1,"$23,996 ",1/20/2026,2020
4552,341,Mastercard,Debit (Prepaid),5560061541901640.00,11/24/2026,633,YES,1,$55 ,9/4/2026,2010
1900,341,Visa,Debit,4531149590903510.00,8/20/2026,97,YES,1,"$37,941 ",2/20/2026,2020
5417,341,Visa,Credit,4108533772649710.00,6/8/2026,548,YES,1,"$37,600 ",11/4/2026,2006
45,1571,Visa,Debit,4137249838027630.00,4/23/2026,861,YES,2,"$33,390 ",1/3/2026,2007
4392,1571,Mastercard,Debit,5890246534257370.00,12/21/2026,12,YES,2,"$22,532 ",8/12/2026,2012
6109,1571,Mastercard,Debit,5800183437928460.00,4/24/2026,148,YES,2,"$16,325 ",12/15/2026,2015
2487,1571,Mastercard,Debit,5128197080308710.00,6/23/2026,759,YES,1,"$17,885 ",4/5/2026,2010
5397,1571,Visa,Debit,4704455652130190.00,12/23/2026,175,YES,1,"$24,827 ",11/3/2026,2008
3165,1571,Mastercard,Debit,5908095549619750.00,10/15/2026,530,YES,1,"$30,704 ",5/15/2026,2015
3499,1615,Visa,Debit,4279264771451570.00,2/20/2026,378,YES,2,"$13,637 ",6/10/2026,2012
5157,1615,Mastercard,Debit,5200107685480370.00,5/24/2026,624,YES,1,"$2,504 ",10/9/2026,2016
5473,1615,Visa,Debit,4003165279623450.00,3/23/2026,317,YES,1,"$15,535 ",11/6/2026,2015
4254,1615,Mastercard,Debit,5155468051288340.00,9/22/2026,703,YES,1,"$14,898 ",8/8/2026,2008
1147,1615,Mastercard,Debit,5625958291463280.00,7/23/2026,783,YES,2,"$9,696 ",2/8/2026,2014
4738,1615,Visa,Debit,4577924057885150.00,5/23/2026,594,YES,1,"$22,310 ",9/9/2026,2011
841,1647,Visa,Debit (Prepaid),4291878920009870.00,1/20/2026,108,NO,1,$76 ,1/20/2026,2020
402,1647,Amex,Credit,393079452928936.00,3/24/2026,826,YES,2,"$8,000 ",1/20/2026,2020
1630,1647,Mastercard,Credit,5443689960543700.00,11/24/2026,591,YES,2,"$9,200 ",2/20/2026,2020
1631,1647,Mastercard,Debit,5221540371047990.00,6/20/2026,258,YES,1,"$21,244 ",2/20/2026,2020
1901,1647,Visa,Debit,4041750526955030.00,6/22/2026,408,NO,2,"$20,751 ",2/20/2026,2020
2061,680,Mastercard,Debit,5508553199519080.00,3/19/2026,196,YES,2,"$16,347 ",3/4/2026,2010
3951,52,Visa,Debit,4954962607216980.00,10/23/2026,995,YES,1,"$23,404 ",7/10/2026,2012
4976,52,Visa,Debit,4435466238583870.00,4/22/2026,708,YES,2,"$20,930 ",10/2/2026,2008
2322,52,Visa,Debit,4343642801597520.00,8/13/2026,754,YES,2,"$23,014 ",3/13/2026,2013
842,1387,Visa,Credit,4858459431343510.00,12/22/2026,674,YES,2,"$9,500 ",1/20/2026,2020
962,1034,Mastercard,Debit,5328768325200240.00,6/20/2026,645,YES,1,"$2,778 ",2/1/1998,2005
2741,1034,Amex,Credit,321353785529607.00,2/20/2026,213,YES,2,"$11,800 ",4/15/2026,2015
2853,1034,Discover,Credit,6281560178306830.00,10/20/2026,359,YES,1,"$11,500 ",5/4/2026,2007
1137,1034,Discover,Credit,6745517172173140.00,2/9/2026,611,YES,2,"$13,000 ",2/8/2026,2009
2765,1034,Visa,Debit,4882435446100320.00,12/24/2026,332,YES,1,"$21,102 ",4/16/2026,2016
4622,1034,Visa,Debit (Prepaid),4900895647847430.00,3/21/2026,730,YES,1,$60 ,9/6/2026,2009
179,677,Visa,Credit,4299314704025380.00,6/20/2026,215,YES,2,"$23,100 ",1/8/2026,2010
4449,677,Mastercard,Debit,5779825688535230.00,3/21/2026,458,YES,1,"$34,826 ",8/15/2026,2015
5317,677,Visa,Debit,4276546488958930.00,12/23/2026,54,NO,1,"$25,429 ",10/16/2026,2016
989,440,Mastercard,Debit,5098870349133200.00,12/22/2026,435,YES,1,"$79,717 ",2/1/2026,2013
3274,440,Mastercard,Debit,5432650033328110.00,4/23/2026,920,YES,2,"$5,307 ",6/4/2026,2010
3736,440,Mastercard,Debit,5405681429153550.00,4/19/2026,810,YES,2,"$47,131 ",7/5/2026,2008
71,440,Mastercard,Debit,5336536496743890.00,10/21/2026,805,YES,2,"$36,724 ",1/5/2026,2010
1216,440,Mastercard,Debit,5244693372159100.00,10/24/2026,682,YES,1,"$6,875 ",2/10/2026,2012
5671,338,Mastercard,Debit,5371571902299640.00,4/24/2026,46,YES,1,"$17,229 ",11/12/2026,2012
1356,338,Mastercard,Debit,5404154440554850.00,5/22/2026,190,YES,1,"$31,747 ",2/15/2026,2015
1317,338,Mastercard,Debit,5004660687674180.00,1/23/2026,841,YES,2,"$50,127 ",2/13/2026,2013
1205,1120,Discover,Credit,6983129592633810.00,10/22/2026,237,YES,2,"$21,400 ",2/10/2026,2010
4641,1127,Mastercard,Debit,5968559734305330.00,1/22/2026,303,YES,2,"$24,614 ",9/7/2026,2012
4605,1127,Mastercard,Debit,5365437807241280.00,12/23/2026,623,YES,2,"$2,809 ",9/6/2026,2011
3694,1127,Mastercard,Debit,5672946381379330.00,3/7/2026,314,NO,2,"$15,076 ",7/3/2026,2015
3869,1127,Visa,Debit,4858037645038530.00,9/20/2026,745,YES,1,"$27,646 ",7/8/2026,2009
360,1662,Mastercard,Debit,5243874409265560.00,1/21/2026,702,YES,1,"$20,447 ",1/17/2026,2017
2675,1662,Mastercard,Debit,5275365619003580.00,10/21/2026,507,YES,1,"$29,948 ",4/11/2026,2011
4541,1662,Visa,Debit,4182859596486160.00,9/20/2026,890,YES,2,"$28,021 ",9/3/2026,2011
6087,1662,Mastercard,Debit (Prepaid),5298865153588950.00,12/13/2026,297,NO,1,$58 ,12/13/2026,2013
601,1462,Mastercard,Debit (Prepaid),5023362294953900.00,8/20/2026,641,YES,2,$44 ,1/20/2026,2020
1632,1848,Mastercard,Debit,5537790974948480.00,2/22/2026,935,YES,2,"$19,880 ",2/20/2026,2020
602,1848,Mastercard,Credit,5024975183096420.00,4/21/2026,542,YES,1,"$12,700 ",1/20/2026,2020
1308,1444,Visa,Debit,4445219636598500.00,3/24/2026,699,YES,1,"$42,670 ",2/12/2026,2012
603,1444,Mastercard,Debit,5621630163698120.00,2/20/2026,106,NO,1,"$21,611 ",1/20/2026,2020
3631,1444,Mastercard,Debit,5918825657025750.00,7/21/2026,152,YES,2,"$50,521 ",6/18/2026,2018
2648,1444,Mastercard,Debit,5734359364174760.00,3/24/2026,802,YES,2,"$27,982 ",4/10/2026,2010
5965,1444,Mastercard,Debit,5143782902956270.00,10/23/2026,803,YES,1,"$22,886 ",12/9/2026,2009
2882,1444,Mastercard,Debit,5358748385757370.00,11/20/2026,637,YES,2,"$32,049 ",5/5/2026,2005
5118,1444,Mastercard,Debit,5457892332691010.00,6/23/2026,949,NO,1,"$45,141 ",10/8/2026,2010
5009,45,Mastercard,Debit (Prepaid),5525601416941010.00,11/23/2026,154,YES,1,$44 ,10/4/2026,2014
2822,1102,Amex,Credit,302324154583308.00,7/23/2026,777,YES,1,"$26,900 ",5/2/2026,2019
5651,1102,Mastercard,Debit,5977051342540190.00,6/23/2026,806,YES,2,"$5,414 ",11/11/2026,2012
5010,1102,Mastercard,Debit,5884636845919710.00,7/18/2026,425,YES,2,"$17,846 ",10/4/2026,2011
3952,1102,Visa,Debit (Prepaid),4086369836640260.00,11/22/2026,257,YES,2,$51 ,7/10/2026,2014
979,1102,Mastercard,Debit,5940949386888210.00,1/19/2026,618,YES,2,"$39,080 ",2/1/2000,2017
3390,1636,Mastercard,Credit,5891980090129640.00,5/24/2026,843,YES,1,"$5,600 ",6/8/2026,2011
2930,1636,Mastercard,Debit,5805477288229190.00,2/20/2026,832,YES,2,"$7,090 ",5/7/2026,2017
3992,1636,Amex,Credit,358240905315315.00,4/23/2026,544,YES,1,"$4,600 ",7/12/2026,2012
3338,1636,Amex,Credit,354505344407390.00,4/20/2026,793,YES,1,"$6,900 ",6/7/2026,2008
2018,502,Discover,Credit,6910816000642920.00,3/20/2026,845,YES,2,"$7,900 ",3/1/2026,2004
3521,502,Mastercard,Debit,5031093004521440.00,7/23/2026,834,NO,1,$415 ,6/11/2026,2013
1412,1630,Amex,Credit,387423675573298.00,6/21/2026,864,YES,1,"$11,800 ",2/20/2026,2020
4479,266,Mastercard,Debit,5392581536940680.00,4/20/2026,63,YES,1,"$10,107 ",8/19/2026,2019
3283,5,Visa,Debit,4062156976910800.00,10/24/2026,305,NO,2,"$12,286 ",6/4/2026,2013
1178,5,Mastercard,Debit,5419592121545150.00,1/22/2026,42,YES,2,"$18,894 ",2/9/2026,2015
4407,1712,Mastercard,Debit,5235277792486600.00,11/17/2026,314,YES,1,"$35,175 ",8/13/2026,2013
3291,1712,Mastercard,Debit,5526616116382740.00,10/21/2026,600,YES,1,"$21,205 ",6/5/2026,2010
4056,1712,Mastercard,Debit,5071372204646550.00,11/21/2026,958,NO,1,"$25,985 ",7/17/2026,2017
3711,1712,Mastercard,Debit,5313636141539710.00,6/24/2026,212,NO,1,"$39,431 ",7/4/2026,2008
4342,1712,Visa,Debit,4631337182936130.00,3/24/2026,847,YES,2,"$18,288 ",8/10/2026,2012
143,1360,Visa,Credit,4142865741084770.00,8/20/2026,302,YES,1,"$9,000 ",1/7/2026,2007
2184,1360,Mastercard,Debit,5823085266965020.00,10/21/2026,876,YES,2,"$12,367 ",3/8/2026,2008
3609,1360,Mastercard,Debit,5708920987862160.00,9/21/2026,17,YES,2,"$19,619 ",6/16/2026,2016
403,1013,Amex,Credit,330378740053511.00,6/20/2026,959,YES,1,"$12,800 ",1/20/2026,2020
1349,993,Visa,Credit,4260552166292090.00,6/22/2026,384,YES,1,"$9,500 ",2/14/2026,2014
162,642,Mastercard,Debit,5873966669352210.00,9/24/2026,809,YES,2,"$3,966 ",1/8/2026,2013
4721,642,Mastercard,Debit,5229231041808980.00,11/9/2026,670,YES,2,"$8,812 ",9/9/2026,2009
2051,642,Visa,Debit,4324205574305220.00,10/22/2026,92,YES,2,"$13,434 ",3/3/2026,2003
5934,642,Mastercard,Debit,5081900353730450.00,11/20/2026,533,YES,1,"$13,104 ",12/8/2026,2017
2430,1871,Mastercard,Debit,5203247586217390.00,9/21/2026,503,YES,1,"$9,454 ",4/2/2026,2007
5672,1871,Mastercard,Debit,5410528927271570.00,1/20/2026,651,YES,1,"$13,764 ",11/12/2026,2012
4470,1871,Mastercard,Debit,5892723462268590.00,5/24/2026,355,YES,1,"$14,639 ",8/18/2026,2018
4429,1871,Mastercard,Debit,5896330225827400.00,8/24/2026,851,NO,2,"$20,277 ",8/14/2026,2014
1633,1871,Mastercard,Debit,5342464568793110.00,2/20/2026,260,YES,1,"$11,166 ",2/20/2026,2020
5491,1721,Mastercard,Credit,5632468453747630.00,6/24/2026,296,YES,2,"$7,200 ",11/7/2026,2010
3610,1721,Mastercard,Debit,5754434443697250.00,11/22/2026,789,YES,1,"$12,389 ",6/16/2026,2016
